Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides blank	Peptides clp1p_1	Peptides clp1p_2	Peptides clp1p_3	Peptides clp1p_4	Peptides clp1s_1	Peptides clp1s_2	Peptides clp1s_3	Peptides clp1s_4	Peptides clp2p_1	Peptides clp2p_2	Peptides clp2p_3	Peptides clp2p_4	Peptides clp2s_1	Peptides clp2s_2	Peptides clp2s_3	Peptides clp2s_4	Peptides pool_p	Peptides pool_s	Peptides wtp_1	Peptides wtp_2	Peptides wtp_3	Peptides wtp_4	Peptides wts_1	Peptides wts_2	Peptides wts_3	Peptides wts_4	Razor + unique peptides blank	Razor + unique peptides clp1p_1	Razor + unique peptides clp1p_2	Razor + unique peptides clp1p_3	Razor + unique peptides clp1p_4	Razor + unique peptides clp1s_1	Razor + unique peptides clp1s_2	Razor + unique peptides clp1s_3	Razor + unique peptides clp1s_4	Razor + unique peptides clp2p_1	Razor + unique peptides clp2p_2	Razor + unique peptides clp2p_3	Razor + unique peptides clp2p_4	Razor + unique peptides clp2s_1	Razor + unique peptides clp2s_2	Razor + unique peptides clp2s_3	Razor + unique peptides clp2s_4	Razor + unique peptides pool_p	Razor + unique peptides pool_s	Razor + unique peptides wtp_1	Razor + unique peptides wtp_2	Razor + unique peptides wtp_3	Razor + unique peptides wtp_4	Razor + unique peptides wts_1	Razor + unique peptides wts_2	Razor + unique peptides wts_3	Razor + unique peptides wts_4	Unique peptides blank	Unique peptides clp1p_1	Unique peptides clp1p_2	Unique peptides clp1p_3	Unique peptides clp1p_4	Unique peptides clp1s_1	Unique peptides clp1s_2	Unique peptides clp1s_3	Unique peptides clp1s_4	Unique peptides clp2p_1	Unique peptides clp2p_2	Unique peptides clp2p_3	Unique peptides clp2p_4	Unique peptides clp2s_1	Unique peptides clp2s_2	Unique peptides clp2s_3	Unique peptides clp2s_4	Unique peptides pool_p	Unique peptides pool_s	Unique peptides wtp_1	Unique peptides wtp_2	Unique peptides wtp_3	Unique peptides wtp_4	Unique peptides wts_1	Unique peptides wts_2	Unique peptides wts_3	Unique peptides wts_4	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Q-value	Score	Sequence coverage blank [%]	Sequence coverage clp1p_1 [%]	Sequence coverage clp1p_2 [%]	Sequence coverage clp1p_3 [%]	Sequence coverage clp1p_4 [%]	Sequence coverage clp1s_1 [%]	Sequence coverage clp1s_2 [%]	Sequence coverage clp1s_3 [%]	Sequence coverage clp1s_4 [%]	Sequence coverage clp2p_1 [%]	Sequence coverage clp2p_2 [%]	Sequence coverage clp2p_3 [%]	Sequence coverage clp2p_4 [%]	Sequence coverage clp2s_1 [%]	Sequence coverage clp2s_2 [%]	Sequence coverage clp2s_3 [%]	Sequence coverage clp2s_4 [%]	Sequence coverage pool_p [%]	Sequence coverage pool_s [%]	Sequence coverage wtp_1 [%]	Sequence coverage wtp_2 [%]	Sequence coverage wtp_3 [%]	Sequence coverage wtp_4 [%]	Sequence coverage wts_1 [%]	Sequence coverage wts_2 [%]	Sequence coverage wts_3 [%]	Sequence coverage wts_4 [%]	Intensity	Intensity blank	Intensity clp1p_1	Intensity clp1p_2	Intensity clp1p_3	Intensity clp1p_4	Intensity clp1s_1	Intensity clp1s_2	Intensity clp1s_3	Intensity clp1s_4	Intensity clp2p_1	Intensity clp2p_2	Intensity clp2p_3	Intensity clp2p_4	Intensity clp2s_1	Intensity clp2s_2	Intensity clp2s_3	Intensity clp2s_4	Intensity pool_p	Intensity pool_s	Intensity wtp_1	Intensity wtp_2	Intensity wtp_3	Intensity wtp_4	Intensity wts_1	Intensity wts_2	Intensity wts_3	Intensity wts_4	iBAQ	iBAQ blank	iBAQ clp1p_1	iBAQ clp1p_2	iBAQ clp1p_3	iBAQ clp1p_4	iBAQ clp1s_1	iBAQ clp1s_2	iBAQ clp1s_3	iBAQ clp1s_4	iBAQ clp2p_1	iBAQ clp2p_2	iBAQ clp2p_3	iBAQ clp2p_4	iBAQ clp2s_1	iBAQ clp2s_2	iBAQ clp2s_3	iBAQ clp2s_4	iBAQ pool_p	iBAQ pool_s	iBAQ wtp_1	iBAQ wtp_2	iBAQ wtp_3	iBAQ wtp_4	iBAQ wts_1	iBAQ wts_2	iBAQ wts_3	iBAQ wts_4	LFQ intensity blank	LFQ intensity clp1p_1	LFQ intensity clp1p_2	LFQ intensity clp1p_3	LFQ intensity clp1p_4	LFQ intensity clp1s_1	LFQ intensity clp1s_2	LFQ intensity clp1s_3	LFQ intensity clp1s_4	LFQ intensity clp2p_1	LFQ intensity clp2p_2	LFQ intensity clp2p_3	LFQ intensity clp2p_4	LFQ intensity clp2s_1	LFQ intensity clp2s_2	LFQ intensity clp2s_3	LFQ intensity clp2s_4	LFQ intensity pool_p	LFQ intensity pool_s	LFQ intensity wtp_1	LFQ intensity wtp_2	LFQ intensity wtp_3	LFQ intensity wtp_4	LFQ intensity wts_1	LFQ intensity wts_2	LFQ intensity wts_3	LFQ intensity wts_4	MS/MS count blank	MS/MS count clp1p_1	MS/MS count clp1p_2	MS/MS count clp1p_3	MS/MS count clp1p_4	MS/MS count clp1s_1	MS/MS count clp1s_2	MS/MS count clp1s_3	MS/MS count clp1s_4	MS/MS count clp2p_1	MS/MS count clp2p_2	MS/MS count clp2p_3	MS/MS count clp2p_4	MS/MS count clp2s_1	MS/MS count clp2s_2	MS/MS count clp2s_3	MS/MS count clp2s_4	MS/MS count pool_p	MS/MS count pool_s	MS/MS count wtp_1	MS/MS count wtp_2	MS/MS count wtp_3	MS/MS count wtp_4	MS/MS count wts_1	MS/MS count wts_2	MS/MS count wts_3	MS/MS count wts_4	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
AT1G02700.1	AT1G02700.1	1	1	1	AT1G02700.1 | GATA transcription factor-like protein | Chr1:588367-589232 FORWARD LENGTH=247 | 201606	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4.9	4.9	4.9	27.455	247	247	1	2	0	3.9041	0	0	0	4.9	0	0	0	0	0	0	0	0	0	0	4.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2				10	1390	True	1431	16993;16994	17946;17947	17946		
AT1G02780.1	AT1G02780.1	2	2	2	AT1G02780.1 | Ribosomal protein L19e family protein | Chr1:608120-609391 REVERSE LENGTH=214 | 201606	1	2	2	2	0	0	1	1	0	1	1	2	1	0	0	0	0	2	1	1	1	1	0	1	0	0	0	2	1	1	1	0	0	1	1	0	1	1	2	1	0	0	0	0	2	1	1	1	1	0	1	0	0	0	2	1	1	1	0	0	1	1	0	1	1	2	1	0	0	0	0	2	1	1	1	1	0	1	0	0	0	2	1	1	1	20.1	20.1	20.1	24.606	214	214	1	19	0	17.527	0	0	12.1	12.1	0	12.1	12.1	20.1	12.1	0	0	0	0	20.1	12.1	12.1	12.1	12.1	0	12.1	0	0	0	20.1	12.1	12.1	12.1	87082000	0	0	0	946630	0	7215300	6966100	6797600	5231600	0	0	0	0	7277900	6788100	1803600	6033300	2815500	0	1410700	0	0	0	13649000	6282400	6925900	6938400	14514000	0	0	0	157770	0	1202600	1161000	1132900	871940	0	0	0	0	1213000	1131300	300590	1005500	469240	0	235110	0	0	0	2274900	1047100	1154300	1156400	0	0	0	0	0	0	0	160340	0	0	0	0	0	141900	0	0	0	0	0	0	0	0	0	220880	0	0	0	0	0	1	0	0	2	1	3	1	0	0	0	0	2	2	1	1	1	0	1	0	0	0	2	1	2	2	23				11	3059;8835	True;True	3137;9075	36395;36396;36397;36398;36399;36400;36401;36402;36403;36404;36405;36406;36407;36408;36409;36410;108170;108171;108172	38541;38542;38543;38544;38545;38546;38547;38548;38549;38550;38551;38552;38553;38554;38555;38556;38557;38558;38559;38560;38561;114914;114915;114916	38556;114914		
AT1G02920.1	AT1G02920.1	7	2	2	AT1G02920.1 | glutathione S-transferase 7 | Chr1:658886-659705 REVERSE LENGTH=209 | 201606	1	7	2	2	2	0	0	1	0	0	3	0	0	1	0	1	0	1	0	0	1	1	0	0	1	1	0	1	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	45.9	21.1	21.1	23.598	209	209	1	3	0	5.6684	15.3	0	0	3.8	0	0	12.4	0	0	3.8	0	3.8	0	3.8	0	0	4.3	3.8	0	0	3.8	3.8	0	4.8	37.3	0	0	24369000	1778700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22590000	0	0	1874500	136820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1737700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	467830	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3				12	1253;4869;5528;7997;8444;8468;8577	True;True;False;False;False;False;False	1288;4998;5669;8221;8677;8701;8813	15402;15403;59621;67437;97676;97677;103491;103867;103868;103869;103870;103871;103872;103873;103874;103875;103876;105035;105036;105037	16262;16263;63226;71562;103764;103765;109982;110364;110365;110366;110367;110368;110369;110370;110371;110372;110373;111568;111569;111570	16263;63226;71562;103764;109982;110366;111570		
AT1G02930.2;AT1G02930.1	AT1G02930.2;AT1G02930.1	8;8	8;8	3;3	AT1G02930.2 | glutathione S-transferase 6 | Chr1:661363-662191 REVERSE LENGTH=208 | 201606;AT1G02930.1 | glutathione S-transferase 6 | Chr1:661363-662191 REVERSE LENGTH=208 | 201606	2	8	8	3	1	0	0	1	0	0	3	0	0	1	0	1	0	1	0	0	1	1	0	0	1	1	0	1	6	0	0	1	0	0	1	0	0	3	0	0	1	0	1	0	1	0	0	1	1	0	0	1	1	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	52.4	52.4	27.4	23.486	208	208;208	1	20	0	24.505	4.8	0	0	3.8	0	0	12.5	0	0	3.8	0	3.8	0	3.8	0	0	4.3	3.8	0	0	3.8	3.8	0	4.8	43.8	0	0	229480000	88763	0	0	1629600	0	0	17812000	0	0	2320500	0	1802400	0	4688700	0	0	3024300	3493700	0	0	1765800	1476100	0	4037500	187340000	0	0	17652000	6828	0	0	125360	0	0	1370100	0	0	178500	0	138650	0	360670	0	0	232640	268740	0	0	135830	113550	0	310570	14411000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3879800	0	0	1	0	0	1	0	0	3	0	0	2	0	1	0	1	0	0	1	1	0	0	1	1	0	1	6	0	0	20				13	421;1211;4870;5528;7997;8444;8468;8577	True;True;True;True;True;True;True;True	428;1243;4999;5669;8221;8677;8701;8813	4910;14768;59622;67437;97676;97677;103491;103867;103868;103869;103870;103871;103872;103873;103874;103875;103876;105035;105036;105037	5178;15603;63227;71562;103764;103765;109982;110364;110365;110366;110367;110368;110369;110370;110371;110372;110373;111568;111569;111570	5178;15603;63227;71562;103764;109982;110366;111570		
AT1G03090.2;AT1G03090.1	AT1G03090.2;AT1G03090.1	19;17	19;17	19;17	AT1G03090.2 | methylcrotonyl-CoA carboxylase alpha chain | Chr1:739715-743819 FORWARD LENGTH=734 | 201606;AT1G03090.1 | methylcrotonyl-CoA carboxylase alpha chain | Chr1:739715-743819 FORWARD LENGTH=714 | 201606	2	19	19	19	2	5	7	10	11	3	4	2	7	7	8	9	2	1	4	3	5	3	6	6	8	11	9	5	7	6	4	2	5	7	10	11	3	4	2	7	7	8	9	2	1	4	3	5	3	6	6	8	11	9	5	7	6	4	2	5	7	10	11	3	4	2	7	7	8	9	2	1	4	3	5	3	6	6	8	11	9	5	7	6	4	39.2	39.2	39.2	80.45	734	734;714	1	159	0	112.14	5.6	11.6	16.8	21.1	25.5	6.4	9	4	16.6	15.8	19.8	18.5	2.9	1.6	9.5	5.9	11.4	5.9	13.4	13.9	18.7	25.7	18.9	11.3	14.6	13.5	9.3	554750000	393810	12379000	27669000	45876000	33746000	8465900	24508000	5566800	28401000	24362000	15209000	35518000	336780	0	16630000	4313600	19225000	5975100	18210000	17464000	17407000	50127000	22668000	28688000	39989000	33905000	17713000	14224000	10098	317420	709460	1176300	865280	217080	628410	142740	728230	624660	389970	910730	8635.4	0	426420	110610	492940	153210	466920	447800	446330	1285300	581230	735590	1025300	869360	454180	521350	1077600	1244000	1573700	1572900	356160	650200	369940	606920	1182100	1260200	1172200	700680	0	392370	437940	472640	450650	1410700	1284900	1389900	1957400	1597000	636880	685790	894710	529940	2	5	9	12	11	2	4	2	6	7	9	12	3	1	3	3	4	3	8	8	9	12	10	6	8	7	3	169				14	342;643;693;1529;3438;3821;3957;4174;4741;4933;5414;6624;6771;7914;8081;8217;8290;8388;8518	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	347;657;709;1576;3520;3913;4060;4287;4866;5063;5552;6820;6969;8134;8308;8444;8521;8619;8751	3944;3945;3946;3947;3948;3949;3950;3951;3952;3953;3954;3955;3956;3957;3958;3959;3960;3961;7538;7539;7540;7541;7542;7543;7544;7545;7546;7547;7548;7549;7550;7551;7552;7553;7554;7555;7556;7557;7558;7559;7560;7561;7562;8164;8165;8166;8167;8168;8169;18535;41459;41460;41461;46809;48471;48472;48473;50991;50992;50993;50994;50995;50996;50997;50998;50999;51000;51001;51002;58096;60387;60388;60389;60390;60391;60392;60393;60394;60395;60396;60397;60398;60399;60400;66169;80043;80044;80045;81628;81629;81630;81631;81632;81633;81634;81635;81636;81637;81638;81639;81640;81641;81642;81643;81644;81645;81646;81647;81648;81649;96587;96588;96589;96590;96591;96592;96593;96594;96595;96596;96597;96598;98898;98899;98900;98901;98902;98903;98904;98905;98906;100447;100448;100449;100450;100451;100452;100453;100454;100455;100456;100457;100458;100459;101549;101550;101551;101552;101553;101554;101555;101556;101557;101558;101559;101560;102768;104408;104409	4171;4172;4173;4174;4175;4176;4177;4178;4179;4180;4181;4182;4183;4184;4185;4186;4187;4188;7945;7946;7947;7948;7949;7950;7951;7952;7953;7954;7955;7956;7957;7958;7959;7960;7961;7962;7963;7964;7965;7966;7967;7968;7969;8619;8620;8621;8622;8623;8624;19623;44004;44005;44006;49665;51431;51432;51433;51434;54084;54085;54086;54087;54088;54089;54090;54091;54092;54093;54094;54095;54096;61581;64036;64037;64038;64039;64040;64041;64042;64043;64044;64045;64046;64047;64048;64049;64050;64051;64052;64053;70212;85013;85014;85015;85016;85017;86683;86684;86685;86686;86687;86688;86689;86690;86691;86692;86693;86694;86695;86696;86697;86698;86699;86700;86701;86702;86703;86704;86705;86706;86707;102630;102631;102632;102633;102634;102635;102636;102637;102638;102639;102640;102641;102642;102643;102644;105097;105098;105099;105100;105101;105102;105103;105104;105105;105106;106743;106744;106745;106746;106747;106748;106749;106750;106751;106752;106753;106754;106755;106756;107949;107950;107951;107952;107953;107954;107955;107956;107957;107958;107959;107960;109221;110920;110921	4175;7965;8622;19623;44006;49665;51432;54094;61581;64049;70212;85017;86695;102644;105104;106747;107956;109221;110921		
AT1G03220.1	AT1G03220.1	1	1	1	AT1G03220.1 | Eukaryotic aspartyl protease family protein | Chr1:787143-788444 FORWARD LENGTH=433 | 201606	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	3.2	3.2	3.2	45.717	433	433	1	5	0	3.7785	0	0	0	0	0	0	0	3.2	0	0	0	0	0	0	0	3.2	0	0	0	0	0	0	0	3.2	3.2	0	3.2	9672400	0	0	0	0	0	0	0	2445300	0	0	0	0	0	0	0	671190	0	0	0	0	0	0	0	2395800	4160100	0	0	439650	0	0	0	0	0	0	0	111150	0	0	0	0	0	0	0	30509	0	0	0	0	0	0	0	108900	189090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86154	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	5				15	1404	True	1445	17116;17117;17118;17119;17120	18073;18074;18075;18076;18077;18078	18075		
AT1G03680.1	AT1G03680.1	1	1	1	AT1G03680.1 | thioredoxin M-type 1 | Chr1:916990-917865 REVERSE LENGTH=179 | 201606	1	1	1	1	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	8.9	8.9	8.9	19.664	179	179	1	11	0	5.3987	0	8.9	8.9	8.9	0	0	0	0	0	8.9	8.9	8.9	0	0	0	0	0	0	8.9	0	8.9	8.9	8.9	0	0	0	0	8993700	0	596990	677850	1689200	0	0	0	0	0	1013000	0	1277500	0	0	0	0	0	0	885030	0	868980	1161000	824060	0	0	0	0	817610	0	54271	61623	153560	0	0	0	0	0	92091	0	116140	0	0	0	0	0	0	80457	0	78998	105550	74915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57654	0	0	0	0	0	1	2	1	0	0	0	0	0	1	1	3	0	0	0	0	0	0	2	0	1	1	1	0	0	0	0	14				16	5236	True	5372	64273;64274;64275;64276;64277;64278;64279;64280;64281;64282;64283	68226;68227;68228;68229;68230;68231;68232;68233;68234;68235;68236;68237;68238;68239	68229		
AT1G03860.3;AT1G03860.1;AT1G03860.2	AT1G03860.3;AT1G03860.1;AT1G03860.2	11;11;10	11;11;10	7;7;6	AT1G03860.3 | prohibitin 2 | Chr1:979611-981157 REVERSE LENGTH=286 | 201606;AT1G03860.1 | prohibitin 2 | Chr1:979611-981157 REVERSE LENGTH=286 | 201606;AT1G03860.2 | prohibitin 2 | Chr1:979611-980870 REVERSE LENGTH=221 | 201606	3	11	11	7	7	3	1	1	3	8	11	8	9	3	2	2	0	7	8	11	8	7	3	6	4	3	1	8	8	9	9	7	3	1	1	3	8	11	8	9	3	2	2	0	7	8	11	8	7	3	6	4	3	1	8	8	9	9	3	2	1	1	2	5	7	5	7	2	1	1	0	5	6	7	4	4	2	4	2	2	0	5	6	6	6	50.3	50.3	35	31.81	286	286;286;221	1	210	0	178.56	33.2	16.1	4.2	4.2	16.1	39.2	50.3	36.4	43.4	16.1	9.4	9.4	0	36	36.4	50.3	39.9	29.7	16.1	29	19.9	16.1	5.2	39.9	36.4	43.4	39.5	10757000000	16839000	5320000	632870	754680	6360400	626050000	1095900000	757570000	775910000	3358900	1168800	2453000	0	740380000	1231400000	519500000	1039900000	403190000	3364500	59083000	9375500	3968200	641960	971380000	672910000	772930000	1036900000	768380000	1202800	380000	45205	53905	454320	44718000	78275000	54112000	55422000	239920	83487	175220	0	52884000	87955000	37107000	74282000	28800000	240320	4220200	669680	283440	45854	69384000	48065000	55209000	74068000	5716300	514460	0	0	364690	16641000	18083000	17001000	15802000	212770	127970	116680	0	16373000	17883000	19083000	20464000	19354000	230550	4448500	1013800	303320	0	16551000	15354000	16896000	18248000	22	4	1	1	3	11	17	11	14	3	2	1	0	12	15	17	13	10	3	8	6	3	1	12	12	13	14	229				17	752;801;961;1679;1760;6477;6857;7723;8497;8853;8854	True;True;True;True;True;True;True;True;True;True;True	772;773;823;988;1728;1812;6671;7058;7942;8730;9093;9094	8829;8830;8831;8832;8833;8834;8835;8836;8837;8838;8839;8840;8841;8842;8843;8844;8845;8846;8847;8848;8849;8850;8851;8852;8853;8854;8855;8856;8857;8858;8859;8860;8861;8862;8863;8864;8865;8866;8867;8868;8869;8870;8871;9415;9416;9417;9418;9419;9420;9421;9422;11196;11197;11198;11199;11200;11201;11202;11203;11204;11205;11206;11207;11208;11209;11210;11211;11212;11213;11214;11215;11216;11217;11218;11219;11220;11221;11222;11223;11224;11225;11226;11227;11228;11229;11230;11231;11232;11233;11234;11235;11236;11237;11238;19998;19999;20000;20001;20002;20003;20004;20005;20006;20007;20008;20009;20010;20011;20012;21121;21122;21123;21124;21125;21126;21127;21128;21129;21130;21131;21132;21133;21134;21135;21136;21137;21138;21139;21140;21141;21142;21143;21144;21145;21146;21147;78435;78436;78437;78438;78439;78440;78441;78442;78443;78444;82689;82690;82691;82692;82693;82694;82695;82696;82697;82698;82699;82700;82701;82702;82703;82704;82705;82706;82707;82708;82709;82710;82711;82712;82713;94193;94194;94195;94196;94197;94198;94199;94200;94201;94202;104184;104185;104186;104187;104188;104189;108284;108285;108286;108287;108288;108289;108290;108291;108292;108293;108294;108295;108296;108297;108298;108299;108300;108301;108302;108303;108304;108305;108306	9312;9313;9314;9315;9316;9317;9318;9319;9320;9321;9322;9323;9324;9325;9326;9327;9328;9329;9330;9331;9332;9333;9334;9335;9336;9337;9338;9339;9340;9341;9342;9343;9344;9345;9346;9347;9348;9349;9350;9351;9352;9353;9354;9355;9356;9357;9358;9359;9360;9361;9926;9927;9928;9929;9930;9931;9932;9933;11820;11821;11822;11823;11824;11825;11826;11827;11828;11829;11830;11831;11832;11833;11834;11835;11836;11837;11838;11839;11840;11841;11842;11843;11844;11845;11846;11847;11848;11849;11850;11851;11852;11853;11854;11855;11856;11857;11858;11859;11860;11861;11862;11863;11864;11865;11866;11867;11868;21182;21183;21184;21185;21186;21187;21188;21189;21190;21191;21192;21193;21194;21195;21196;21197;21198;21199;21200;21201;22381;22382;22383;22384;22385;22386;22387;22388;22389;22390;22391;22392;22393;22394;22395;22396;22397;22398;22399;22400;22401;22402;22403;22404;22405;22406;22407;22408;22409;83313;83314;83315;83316;83317;83318;83319;83320;83321;83322;87827;87828;87829;87830;87831;87832;87833;87834;87835;87836;87837;87838;87839;87840;87841;87842;87843;87844;87845;87846;87847;87848;87849;87850;87851;87852;100083;100084;100085;100086;100087;100088;100089;100090;100091;100092;110691;110692;110693;110694;110695;110696;115036;115037;115038;115039;115040;115041;115042;115043;115044;115045;115046;115047;115048;115049;115050;115051;115052;115053;115054;115055;115056;115057;115058	9320;9931;11843;21192;22395;83314;87831;100091;110691;115048;115053	0	96
AT1G04410.1;AT5G43330.1	AT1G04410.1	3;1	3;1	3;1	AT1G04410.1 | Lactate/malate dehydrogenase family protein | Chr1:1189418-1191267 REVERSE LENGTH=332 | 201606	2	3	3	3	0	0	0	0	0	2	2	2	2	0	0	0	0	2	2	2	2	2	0	1	0	0	0	2	1	2	3	0	0	0	0	0	2	2	2	2	0	0	0	0	2	2	2	2	2	0	1	0	0	0	2	1	2	3	0	0	0	0	0	2	2	2	2	0	0	0	0	2	2	2	2	2	0	1	0	0	0	2	1	2	3	15.7	15.7	15.7	35.571	332	332;332	1	27	0	9.6149	0	0	0	0	0	9.6	9.6	9.6	9.6	0	0	0	0	9.6	9.6	9.6	9.6	9.6	0	3.6	0	0	0	9.6	6	9.6	15.7	223570000	0	0	0	0	0	19274000	22771000	22476000	18914000	0	0	0	0	21767000	21589000	6469300	18834000	9791900	0	0	0	0	0	18946000	9034200	15544000	18162000	12421000	0	0	0	0	0	1070800	1265100	1248600	1050800	0	0	0	0	1209300	1199400	359410	1046300	543990	0	0	0	0	0	1052600	501900	863580	1009000	0	0	0	0	0	469140	399050	438940	369660	0	0	0	0	449840	301670	300020	385590	379230	0	0	0	0	0	0	0	324810	266460	0	0	0	0	0	2	2	3	1	0	0	0	0	3	3	1	3	3	0	1	0	0	0	2	1	2	4	31				18	5608;6207;8525	True;True;True	5757;6398;8758	68430;68431;68432;68433;68434;68435;68436;68437;68438;68439;68440;68441;68442;75816;75817;75818;75819;75820;75821;75822;75823;75824;75825;75826;75827;75828;104440	72618;72619;72620;72621;72622;72623;72624;72625;72626;72627;72628;72629;72630;80557;80558;80559;80560;80561;80562;80563;80564;80565;80566;80567;80568;80569;80570;80571;80572;80573;80574;80575;110953	72624;80575;110953		
AT1G04590.1;AT1G04590.2	AT1G04590.1;AT1G04590.2	2;2	2;2	2;2	AT1G04590.1 | PPR containing-like protein | Chr1:1258760-1261411 REVERSE LENGTH=381 | 201606;AT1G04590.2 | PPR containing-like protein | Chr1:1258760-1261411 REVERSE LENGTH=384 | 201606	2	2	2	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	8.4	8.4	8.4	43.042	381	381;384	1	3	0	4.0366	0	0	0	0	0	0	0	4.2	0	0	0	0	0	0	4.2	4.2	0	0	0	0	0	0	0	0	0	0	0	7146100	0	0	0	0	0	0	0	2913800	0	0	0	0	0	0	2666900	1565400	0	0	0	0	0	0	0	0	0	0	0	310700	0	0	0	0	0	0	0	126690	0	0	0	0	0	0	115950	68063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	3				19	4286;9172	True;True	4402;9421	52491;52492;112484	55660;55661;119506	55661;119506		
